"","X.1","X","metabolite","feature_id","compound_superclass","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_cosine_score","coraldb_mz_error_ppm","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","exact_mass","database","clusterIndex","refined_origin","compound_class","coraldb_compound_name","display_class","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","pepmass.x","RT","fatty_acid","compound_name","pepmass.y","LipidClass","total_ubiquity"
"1266",1266,1266,"x25675_854_5905_12_053",25675,"Glycerophospholipids","C47H84NO10P","[M + H]+","C47H84NO10P","Fatty acids",0.999997019767761,"Glycerophospholipids",0.999972462654114,"Glycerophosphoethanolamines",0.97522246837616,"Dimethylphosphatidylethanolamines",0.916628479957581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","GPEtn",NA,"GPEtn",0,0.000327218177904108,81.5420560747664,37.5,NA,NA,NA,NA,NA,NA,70.4225352112676
"1267",1267,1267,"x40715_537_52425_16_597",40715,"Unknown","C35H68O3","[M + H]+","C35H68O3","Fatty acids",0.879741251468658,"Unknown",0.842436373233795,"Unknown",0.201981067657471,"Fatty acid esters",0.85153990983963,0.898308,1.58968,"DEG (16:1/16:1)","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,7.31038323469113e-05,78.7383177570093,0,NA,NA,NA,NA,NA,NA,59.330985915493
"1268",1268,1268,"x2841_594_34325_2_732",2841,"Unknown","C34H45N5O3","[M + Na]+","C34H45N5O3","Unknown",0.80927985906601,"Unknown",0.245268657803535,"Unknown",0.0739515870809555,"Phenol ethers",0.946494042873383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0.000554425494727445,99.7663551401869,99.2647058823529,NA,NA,NA,NA,NA,NA,99.6478873239437
"1269",1269,1269,"x40804_957_786_16_656",40804,"Glycerolipids","C61H106O6","[M + Na]+","C61H106O6","Fatty acids",0.999436318874359,"Glycerolipids",0.998078227043152,"Triacylglycerols",0.999922513961792,"Triacylglycerols",0.999992251396179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","TAG",NA,"TAG",0,0,79.2056074766355,0,NA,NA,NA,NA,NA,NA,59.6830985915493
"1270",1270,1270,"x22221_794_56835_10_572",22221,"Unknown","C50H77NO5","[M + Na]+","C50H77NO5","Unknown",0.601140737533569,"Unknown",0.157635912299156,"Unknown",0.237307250499725,"Unknown",0.792066216468811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,8.08823529411765,794.56835,10.572,"18:5",NA,NA,NA,1.93661971830986
"1271",1271,1271,"x8549_844_56968_4_733",8549,"Glycerophospholipids","C43H84NO11P","[M + Na]+","C43H84NO11P","Fatty acids",0.999983906745911,"Glycerophospholipids",0.999986052513123,"Oxidized glycerophospholipids",0.984619319438934,"Phosphatidylcholines",0.974415898323059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","OxPL",NA,"OxPL",0,0,20.0934579439252,11.7647058823529,NA,NA,NA,NA,844.5697,"PC",17.9577464788732
"1272",1272,1272,"x18301_776_55836_8_586",18301,"Glycerophospholipids","C43H80NO7P","[M + Na]+","C43H80NO7P","Fatty acids",0.999394416809082,"Glycerophospholipids",0.997517108917236,"Glycerophosphocholines",0.989369511604309,"Unknown",0.581779360771179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines",NA,"Glycerophosphocholines",0,2.32340578914011e-05,26.4018691588785,33.8235294117647,NA,NA,NA,NA,NA,NA,27.9929577464789
"1273",1273,1273,"x23085_774_60829_11_116",23085,"Unknown","C43H77N9O2","[M + Na]+","C43H77N9O2","Alkaloids",0.852220296859741,"Unknown",0.223317801952362,"Unknown",0.136236026883125,"Unknown",0.666824162006378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,57.9439252336449,59.5588235294118,NA,NA,NA,NA,774.6083,"PC",58.4507042253521
"1274",1274,1274,"x5405_807_46555_3_745",5405,"Unknown","C47H66O11","[M + H]+","C47H66O11","Terpenoids",0.990923345088959,"Unknown",0.816110968589783,"Unknown",0.407604575157166,"Triterpenoids",0.994216322898865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,79.4392523364486,44.8529411764706,NA,NA,NA,NA,NA,NA,71.1267605633803
"1275",1275,1275,"x37704_848_72942_15_267",37704,"Glycerophospholipids","C52H98NO5P","[M + H]+","C52H98NO5P","Fatty acids",0.999633550643921,"Glycerophospholipids",0.856175422668457,"Unknown",0.750901281833649,"Unknown",0.735345005989075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.700934579439252,0,NA,NA,NA,NA,NA,NA,0.528169014084507
"1276",1276,1276,"x38036_606_65523_15_389",38036,"Unknown","C41H83NO","[M + H]+","C41H83NO","Unknown",0.775739908218384,"Unknown",0.844178378582001,"Unknown",0.843213200569153,"Unknown",0.837918698787689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0.00119030178265831,89.2523364485981,100,NA,NA,NA,NA,NA,NA,91.9014084507042
"1277",1277,1277,"x15256_518_49365_7_407",15256,"Sphingolipids","C34H63NO2","[M + H]+","C34H63NO2","Fatty acids",0.983568608760834,"Sphingolipids",0.946650266647339,"Ceramides",0.915967285633087,"Unknown",0.630650699138641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Ceramides",NA,"Ceramides",0.07955348,0.00722493405135378,100,45.5882352941176,NA,NA,NA,NA,NA,NA,86.6197183098592
"1278",1278,1278,"x1370_637_28163_1_605",1370,"Unknown","C24H44N8O8S2","[M + H]+","C24H44N8O8S2","Amino acids and Peptides",0.971021234989166,"Unknown",0.69146317243576,"Unknown",0.223193734884262,"Oligopeptides",0.921681761741638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,6.54205607476635,0,NA,NA,NA,NA,NA,NA,4.92957746478873
"1279",1279,1279,"x14335_678_56694_7_012",14335,"Unknown","C41H75NO6","[M + H]+","C41H75NO6","Fatty acids",0.997616648674011,"Unknown",0.784646809101105,"Unknown",0.638459980487823,"N-acyl amines",0.923718571662903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0.0001069670575967,83.411214953271,45.5882352941176,NA,NA,NA,NA,NA,NA,74.2957746478873
"1280",1280,1280,"x16060_666_56718_7_682",16060,"Unknown","C40H75NO6","[M + H]+","C40H75NO6","Fatty acids",0.995732247829437,"Unknown",0.707138180732727,"Unknown",0.553949892520905,"Fatty acid esters",0.951023161411285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,92.7570093457944,59.5588235294118,NA,NA,NA,NA,NA,NA,84.6830985915493
"1281",1281,1281,"x20145_534_48872_9_502",20145,"Sphingolipids","C34H63NO3","[M + H]+","C34H63NO3","Fatty acids",0.999368965625763,"Sphingolipids",0.985749065876007,"Ceramides",0.993952333927154,"Unknown",0.504999160766602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Ceramides",NA,"Ceramides",0,0,95.0934579439252,77.9411764705882,NA,NA,NA,NA,NA,NA,90.8450704225352
"1282",1282,1282,"x24105_832_58126_11_638",24105,"Glycerophospholipids","C46H84NO8P","[M + Na]+","C46H84NO8P","Fatty acids",0.999960899353027,"Glycerophospholipids",0.999768912792206,"Glycerophosphocholines",0.998814463615418,"Phosphatidylcholines",0.987216293811798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,69.8598130841121,52.2058823529412,NA,NA,NA,NA,NA,NA,65.3169014084507
"1283",1283,1283,"x1569_384_20988_1_699",1569,"Unknown","C20H31FNO3P","[M + H]+","C20H31FNO3P","Terpenoids",0.866510570049286,"Unknown",0.629155695438385,"Unknown",0.468480169773102,"Unknown",0.765365481376648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,2.48021738611104e-05,0,21.3235294117647,NA,NA,NA,NA,NA,NA,5.1056338028169
"1284",1284,1284,"x3986_464_31445_3_308",3986,"Sphingolipids","C23H46NO6P","[M + H]+","C23H46NO6P","Fatty acids",0.998418927192688,"Sphingolipids",0.992318272590637,"Unknown",0.574650883674622,"Phosphosphingolipids",0.998914241790772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,89.7196261682243,58.0882352941177,NA,NA,NA,NA,NA,NA,81.5140845070423
"1285",1285,1285,"x13402_790_63281_6_641",13402,"Glycerophospholipids","C44H88NO8P","[M + H]+","C44H88NO8P","Fatty acids",0.999989032745361,"Glycerophospholipids",0.999944806098938,"Glycerophosphoethanolamines",0.872288763523102,"Dimethylphosphatidylethanolamines",0.992788851261139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","GPEtn",NA,"GPEtn",0,0,0,1.47058823529412,NA,NA,NA,NA,NA,NA,0.352112676056338
"1286",1286,1286,"x34509_928_75951_14_256",34509,"Unknown","C55H103NO8","[M + Na]+","C55H103NO8","Fatty acids",0.999674320220947,"Unknown",0.640755474567413,"Unknown",0.0668412894010544,"N-acyl amines",0.981579720973968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,71.4953271028037,16.1764705882353,NA,NA,NA,NA,NA,NA,57.9225352112676
"1287",1287,1287,"x13389_839_54939_6_635",13389,"Unknown","C43H70N10O7","[M + H]+","C43H70N10O7","Amino acids and Peptides",0.912166118621826,"Unknown",0.829463124275208,"Unknown",0.487342774868011,"Unknown",0.622407138347626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,78.5046728971963,35.2941176470588,NA,NA,NA,NA,NA,NA,68.1338028169014
"1288",1288,1288,"x3157_572_33071_2_936",3157,"Small peptides","C25H43N9O5","[M + Na]+","C25H43N9O5","Amino acids and Peptides",0.952516734600067,"Small peptides",0.920156121253967,"Unknown",0.845101356506348,"Unknown",0.69348007440567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,96.9626168224299,69.1176470588235,NA,NA,NA,NA,NA,NA,90.3169014084507
"1289",1289,1289,"x30169_555_38377_13_271",30169,"Carotenoids (C40)","C38H50O3","[M + H]+","C38H50O3","Terpenoids",0.998338222503662,"Carotenoids (C40)",0.995388150215149,"Unknown",0.823754489421844,"Unknown",0.742029547691345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,0,NA,NA,NA,NA,NA,NA,0
"1290",1290,1290,"x3212_466_36624_2_977",3212,"Glycerophospholipids","C24H52NO5P","[M + H]+","C24H52NO5P","Fatty acids",0.999900698661804,"Glycerophospholipids",0.990299224853516,"Unknown",0.745507419109344,"Phosphocholines",0.974344253540039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,71.0280373831776,72.0588235294118,466.36624,2.977,"22:0",NA,NA,NA,70.9507042253521
"1291",1291,1291,"x20426_679_51471_9_651",20426,"Unknown","C38H72O8","[M + Na]+","C38H72O8","Unknown",0.813085973262787,"Unknown",0.348864108324051,"Unknown",0.58581954240799,"Unknown",0.785932958126068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,80.1401869158879,51.4705882352941,NA,NA,NA,NA,NA,NA,73.2394366197183
"1292",1292,1292,"x24529_734_59683_11_834",24529,"Unknown","C11H14Br6N2O4","[M + Na]+","C11H14Br6N2O4","Unknown",0.780604362487793,"Unknown",0.717058122158051,"Unknown",0.784279704093933,"Nitrobenzenes",0.91226601600647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,70.5607476635514,80.1470588235294,NA,NA,NA,NA,734.5968,"PC",72.887323943662
"1293",1293,1293,"x4151_546_35402_3_366",4151,"Glycerophospholipids","C26H54NO7P","[M + Na]+","C26H54NO7P","Fatty acids",0.983808815479279,"Glycerophospholipids",0.999656677246094,"Glycerophosphocholines",0.997958898544312,"Unknown",0.549339771270752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,58.6448598130841,63.9705882352941,NA,NA,NA,NA,NA,NA,59.6830985915493
"1294",1294,1294,"x35465_908_75043_14_505",35465,"Polyprenols","C54H101NO9","[M + H]+","C54H101NO9","Unknown",0.279849618673325,"Polyprenols",0.939436733722687,"Unknown",0.383197635412216,"Polyterpenoids",0.956205248832703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0.00014897492115777,19.8598130841121,86.7647058823529,NA,NA,NA,NA,NA,NA,36.443661971831
"1295",1295,1295,"x15435_810_60277_7_471",15435,"Glycerophospholipids","C46H84NO8P","[M + H]+","C46H84NO8P","Fatty acids",0.999925255775452,"Glycerophospholipids",0.999325037002564,"Glycerophosphocholines",0.997944891452789,"Phosphatidylcholines",0.985679566860199,0.929416,4.66837,"Spectral Match to 1-Octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine from NIST14","Glycerophospholipids","Glycerophosphocholines",NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines","PC(O-38:4) [M+H]+","Glycerophosphocholines",0,0,85.2803738317757,66.9117647058823,NA,NA,NA,NA,810.6028,"PC",80.8098591549296
"1296",1296,1296,"x39048_892_83307_15_795",39048,"Sphingolipids","C56H109NO6","[M + H]+","C56H109NO6","Fatty acids",0.993888318538666,"Sphingolipids",0.965573728084564,"Unknown",0.542569577693939,"N-acyl amines",0.951473832130432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,4.29948254190593e-05,18.9252336448598,94.1176470588235,NA,NA,NA,NA,NA,NA,37.5
"1297",1297,1297,"x38921_524_57716_15_757",38921,"Unknown","C35H73NO","[M + H]+","C35H73NO","Fatty acids",0.948929309844971,"Unknown",0.392811596393585,"Unknown",0.179639145731926,"Unknown",0.570450961589813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0.011703301,0.00455028996299114,17.9906542056075,100,NA,NA,NA,NA,NA,NA,38.2042253521127
"1298",1298,1298,"x39429_941_87246_15_967",39429,"Unknown","C31H28Br2Cl2IN3O9","[M + H]+","C31H28Br2Cl2IN3O9","Unknown",0.654758930206299,"Unknown",0.570765793323517,"Unknown",0.73383754491806,"Unknown",0.709732115268707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,18.9252336448598,63.9705882352941,NA,NA,NA,NA,NA,NA,29.9295774647887
"1299",1299,1299,"x32158_860_67562_13_71",32158,"Triacylglycerols","C53H91NO6","[M + Na]+","C53H91NO6","Fatty acids",0.991094708442688,"Unknown",0.279855579137802,"Unknown",0.416936367750168,"Unknown",0.549776613712311,NA,NA,NA,NA,NA,0.836673,1.34739,"Glycerolipid","Triacylglycerols","Triacylglycerols",860.67446,"Niarox",104431,"Symbiont","TAG","TAG(16:0/18:5/18:5) [M+NH4]+","TAG",0,0,83.8785046728972,19.1176470588235,860.67562,13.71,"18:4","TAG(16:0/18:5/18:5) [M+NH4]+",NA,NA,68.1338028169014
"1300",1300,1300,"x16031_863_52583_7_696",16031,"Unknown","C43H66N12O7","[M + H]+","C43H66N12O7","Amino acids and Peptides",0.965964078903198,"Unknown",0.579546630382538,"Unknown",0.745043635368347,"Unknown",0.764040589332581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,3.67647058823529,NA,NA,NA,NA,NA,NA,0.880281690140845
"1301",1301,1301,"x30978_648_59156_13_436",30978,"Glycerolipids","C41H77NO4","[M + H]+","C41H77NO4","Fatty acids",0.985272705554962,"Glycerolipids",0.861979901790619,"Unknown",0.354157000780106,"Unknown",0.500293910503387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,4.50787734328041e-05,91.8224299065421,38.9705882352941,648.59156,13.436,"O-18:0",NA,NA,NA,78.5211267605634
"1302",1302,1302,"x2944_780_43202_2_809",2944,"Macrolides","C44H61NO11","[M + H]+","C44H61NO11","Polyketides",0.995388627052307,"Macrolides",0.994019031524658,"Polyene macrolides",0.996785044670105,"Unknown",0.688391387462616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Polyene macrolides",NA,"Other",0,0,0,3.67647058823529,NA,NA,NA,NA,NA,NA,0.880281690140845
"1303",1303,1303,"x20005_918_77297_9_425",20005,"Oligopeptides","C55H101N5O4","[M + Na]+","C55H101N5O4","Amino acids and Peptides",0.986569166183472,"Oligopeptides",0.920422792434692,"Unknown",0.553633570671082,"Unknown",0.526771605014801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,2.94117647058824,NA,NA,NA,NA,NA,NA,0.704225352112676
"1304",1304,1304,"x22276_1072_00011_10_6",22276,"Sphingolipids","C66H132N2O6","[M + Na]+","C66H132N2O6","Fatty acids",0.999543070793152,"Sphingolipids",0.999138236045837,"Ceramides",0.986421704292297,"Unknown",0.693922638893127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Ceramides",NA,"Ceramides",0,0,94.1588785046729,53.6764705882353,NA,NA,NA,NA,NA,NA,84.330985915493
"1305",1305,1305,"x579_503_24977_1_111",579,"Unknown","C23H36N4O7","[M + Na]+","C23H36N4O7","Amino acids and Peptides",0.972823679447174,"Unknown",0.802664577960968,"Unknown",0.45403391122818,"Dipeptides",0.950040340423584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.467289719626168,20.5882352941176,NA,NA,NA,NA,NA,NA,5.28169014084507
"1306",1306,1306,"x19413_776_6034_9_132",19413,"Diacylglyceryl-carboxyhydroxymethylcholines","C44H83NO8","[M + Na]+","C44H83NO8","Fatty acids",0.980542182922363,"Unknown",0.0979267582297325,"Unknown",0.669178783893585,"Unknown",0.62886655330658,NA,NA,NA,NA,NA,0.973683,0,"Betaine Lipid","Diacylglyceryl-carboxyhydroxymethylcholines","DGCC",776.603369,"Niarox",76208,"Symbiont","DGCC","DGCC(16:0/20:4) [M+H]+","DGCC",0,0,68.9252336448598,38.2352941176471,NA,NA,NA,NA,NA,NA,61.6197183098592
"1307",1307,1307,"x1295_680_3793_1_539",1295,"Unknown","C35H49N7O7","[M + H]+","C35H49N7O7","Amino acids and Peptides",0.98510092496872,"Unknown",0.840344369411469,"Unknown",0.616976022720337,"Peptides",0.972838342189789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,77.803738317757,31.6176470588235,NA,NA,NA,NA,NA,NA,66.7253521126761
"1308",1308,1308,"x6292_536_40815_4_025",6292,"Glycerophospholipids","C28H58NO6P","[M + H]+","C28H58NO6P","Fatty acids",0.998981177806854,"Glycerophospholipids",0.999776661396027,"Glycerophosphocholines",0.99996280670166,"Glycerophosphocholines",0.949125528335571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,88.5514018691589,74.2647058823529,NA,NA,NA,NA,536.4081,"PC",85.0352112676056
"1309",1309,1309,"x33519_893_6614_14_014",33519,"Unknown","C66H84O","[M + H]+","C66H84O","Terpenoids",0.992140889167786,"Unknown",0.768879413604736,"Unknown",0.366406738758087,"Unknown",0.510377168655396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,90.6542056074766,52.9411764705882,NA,NA,NA,NA,NA,NA,81.5140845070423
"1310",1310,1310,"x13355_638_53577_6_628",13355,"Unknown","C38H71NO6","[M + H]+","C38H71NO6","Fatty acids",0.99585610628128,"Unknown",0.573777794837952,"Unknown",0.15148614346981,"Unknown",0.693216025829315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,92.2897196261682,63.2352941176471,NA,NA,NA,NA,NA,NA,85.2112676056338
"1311",1311,1311,"x4921_584_41965_3_567",4921,"Unknown","C29H63NO6P2","[M + H]+","C29H63NO6P2","Fatty acids",0.99860006570816,"Unknown",0.847265243530273,"Glycerophosphoethanolamines",0.885850727558136,"Phosphoethanolamines",0.989155828952789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","GPEtn",NA,"GPEtn",0,0,86.9158878504673,59.5588235294118,NA,NA,NA,NA,NA,NA,80.2816901408451
"1312",1312,1312,"x4594_645_53695_3_505",4594,"Carotenoids (C40)","C48H68","[M + H]+","C48H68","Terpenoids",0.999866843223572,"Carotenoids (C40)",0.940458297729492,"Unknown",0.271339774131775,"Carotenes",0.950809717178345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,2.94117647058824,NA,NA,NA,NA,NA,NA,0.704225352112676
"1313",1313,1313,"x35400_970_77963_14_507",35400,"Triacylglycerols","C52H101N9O6","[M + Na]+","C52H101N9O6","Unknown",0.816056191921234,"Unknown",0.754075825214386,"Unknown",0.512057721614838,"Unknown",0.638708055019379,NA,NA,NA,NA,NA,0.844522,4.46391,"Glycerolipid","Triacylglycerols","Triacylglycerols",970.78396,"Niarox",112943,"Both","TAG","TAG(16:0/22:5/22:6) / (14:0/18:3/28:8) [M+NH4]+","TAG",0,0,84.5794392523365,77.2058823529412,NA,NA,NA,NA,NA,NA,82.7464788732394
"1314",1314,1314,"x17110_828_6116_8_176",17110,"Glycerophospholipids","C44H88NO9P","[M + Na]+","C44H88NO9P","Fatty acids",0.999966144561768,"Glycerophospholipids",0.999966025352478,"Glycerophosphocholines",0.993529856204987,"Phosphatidylcholines",0.985561907291412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,92.2897196261682,55.1470588235294,NA,NA,NA,NA,828.6116,"PC",83.2746478873239
"1315",1315,1315,"x24676_760_52529_11_819",24676,"Phosphatidylglyceroethanolamines","C41H69N5O8","[M + H]+","C41H69N5O8","Amino acids and Peptides",0.971958458423614,"Oligopeptides",0.955708265304565,"Cyclic peptides",0.934590220451355,"Peptides",0.871902585029602,NA,NA,NA,NA,NA,0.906405,0.160508,"Phospholipid","Phosphatidylglyceroethanolamines","PE (mono-alkyl-mono-acyl)",760.5252,"KARP",154672,"Host","PE (mono-alkyl-mono-acyl)","PE(O-37:5) [M+Na]+","Other",0,0,69.6261682242991,33.0882352941176,NA,NA,NA,NA,NA,NA,60.387323943662
"1316",1316,1316,"x8719_395_33136_4_799",8719,"Steroids","C28H42O","[M + H]+","C28H42O","Terpenoids",0.998042464256287,"Steroids",0.888119339942932,"Unknown",0.745331048965454,"Unknown",0.581581652164459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,93.4579439252336,76.4705882352941,NA,NA,NA,NA,NA,NA,89.2605633802817
"1317",1317,1317,"x39130_910_78655_15_862",39130,"Triacylglycerols","C56H105NO6","[M + Na]+","C56H105NO6","Fatty acids",0.998023986816406,"Unknown",0.662289261817932,"Unknown",0.802711486816406,"N-acyl amines",0.961183071136475,NA,NA,NA,NA,NA,0.799104,3.41771,"Glycerolipid","Triacylglycerols","Triacylglycerols",910.78337,"Niarox",115576,"Both","TAG","TAG(17:0/18:1/20:5) [M+NH4]+","TAG",0,0,85.7476635514019,58.8235294117647,NA,NA,NA,NA,NA,NA,79.4014084507042
"1318",1318,1318,"x20513_519_44063_9_714",20513,"Unknown","C33H58O4","[M + H]+","C33H58O4","Unknown",0.61627858877182,"Unknown",0.788258850574493,"Open-chain polyketides",0.942042648792267,"Unknown",0.586117506027222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Open-chain polyketides",NA,"Other",0,0,65.1869158878505,19.8529411764706,NA,NA,NA,NA,NA,NA,54.2253521126761
"1319",1319,1319,"x1231_414_20968_1_537",1231,"Unknown","C24H31NO3S","[M + H]+","C24H31NO3S","Unknown",0.752602994441986,"Unknown",0.435251444578171,"Unknown",0.365861535072327,"2,4-disubstituted thiazoles",0.851211428642273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0.467289719626168,25,NA,NA,NA,NA,NA,NA,6.33802816901408
"1320",1320,1320,"x13979_746_55615_6_853",13979,"Diacylglyceryl-carboxyhydroxymethylcholines","C42H77NO8","[M + Na]+","C42H77NO8","Fatty acids",0.930401742458344,"Unknown",0.0380010940134525,"Unknown",0.581121444702148,"Unknown",0.646480321884155,NA,NA,NA,NA,NA,0.973187,0.245267,"Betaine Lipid","Diacylglyceryl-carboxyhydroxymethylcholines","DGCC",746.556369,"Niarox",62439,"Symbiont","DGCC","DGCC(14:0/20:5) [M+H]+","DGCC",0,0,67.5233644859813,34.5588235294118,NA,NA,NA,NA,NA,NA,59.6830985915493
"1321",1321,1321,"x5248_282_27936_3_702",5248,"Unknown","C18H35NO","[M + H]+","C18H35NO","Unknown",0.505229473114014,"Unknown",0.795563817024231,"Unknown",0.715477287769318,"Secondary alcohols",0.914970517158508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,100,99.2647058823529,NA,NA,NA,NA,NA,NA,99.8239436619718
"1322",1322,1322,"x23195_744_59037_11_173",23195,"Glycerophospholipids","C42H82NO7P","[M + H]+","C42H82NO7P","Fatty acids",0.999975800514221,"Glycerophospholipids",0.999814093112946,"Glycerophosphocholines",0.999834895133972,"Unknown",0.733996629714966,0.866033,1.88535,"PAF (o-16:0/18:2)","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Host","PC(alkyl)","PC(O-34:2) [M+H]+","PC(alkyl)",0,0,85.5140186915888,73.5294117647059,NA,NA,NA,NA,744.5904,"PC",82.5704225352113
