metabolite,feature_id,compound_superclass,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_cosine_score,coraldb_mz_error_ppm,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,exact_mass,database,clusterIndex,refined_origin,compound_class,coraldb_compound_name
x12078_788_53169_6_065,12078,Monogalactosyldiacylglycerol,C43H75NO10,[M + Na]+,C43H75NO10,Fatty acids,0.999417781829834,Unknown,0.7338536977767944,Unknown,0.1852950155735016,Unknown,0.778679370880127,NA,NA,NA,NA,NA,0.928077,1.23846,Galactolipid,Monogalactosyldiacylglycerol,MGDG,788.5307,Niarox,56345,Symbiont,MGDG,MGDG(18:4/18:4) [M+NH4]+
x13260_788_5318_6_561,13260,Monogalactosyldiacylglycerol,C43H75NO10,[M + Na]+,C43H75NO10,Fatty acids,0.9998537302017212,Unknown,0.6935791373252869,Unknown,0.01821965351700782,Unknown,0.53144770860672,NA,NA,NA,NA,NA,0.88631,1.39327,Galactolipid,Monogalactosyldiacylglycerol,MGDG,788.5307,Niarox,60100,Symbiont,MGDG,MGDG(18:3/18:5) [M+NH4]+
x12856_1076_63704_6_418,12856,Oligopeptides,C47H81N17O12,[M + H]+,C47H81N17O12,Amino acids and Peptides,0.9964538812637328,Oligopeptides,0.9501481652259828,Unknown,0.6026166677474976,Unknown,0.8456016182899475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x10276_955_53874_5_375,10276,Unknown,C60H74O10,[M + H]+,C60H74O10,Terpenoids,0.9822996258735656,Unknown,0.2719281315803528,Unknown,0.13944223523139954,Triterpenoids,0.9499790668487548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x1946_535_32114_1_996,1946,Carotenoids (C40),C37H42O3,[M + H]+,C37H42O3,Terpenoids,0.9972580671310424,Carotenoids (C40),0.9958593249320984,Unknown,0.8380503058433533,Cyclohexenones,0.8860582113265991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x23929_538_5197_11_565,23929,Sphingolipids,C34H67NO3,[M + H]+,C34H67NO3,Fatty acids,0.9997519850730896,Sphingolipids,0.9987478256225586,Ceramides,0.9984717965126038,Ceramides,0.9999488592147828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Ceramides,NA
x11341_326_3418_5_741,11341,Unknown,C21H43NO,[M + H]+,C21H43NO,Unknown,0.8400777578353882,Unknown,0.6979824900627136,Unknown,0.08871260285377502,Long-chain alkyl amine oxides,0.8928903937339783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x22869_771_59779_10_97,22869,Oligopeptides,C43H80N4O6,[M + Na]+,C43H80N4O6,Amino acids and Peptides,0.856738269329071,Oligopeptides,0.9357074499130248,Unknown,0.3889682590961456,Alpha amino acids and derivatives,0.9906336069107056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Glycerophosphocholines,NA
x24151_840_5744_11_638,24151,Phosphatidylglyceroserines,C46H82NO10P,[M + H]+,C46H82NO10P,Fatty acids,0.9999982118606568,Glycerophospholipids,0.9999933242797852,Glycerophosphoserines,1,Phosphatidylserines,0.9999998807907104,NA,NA,NA,NA,NA,0.991189,0.58089,Phospholipid,Phosphatidylglyceroserines,PS (diacyl),840.5749,KARP,151682,Both,PS (diacyl),PS(40:4) [M+H]+
x38830_794_72361_15_716,38830,Triacylglycerols,C45H91N7O4,[M + H]+,C45H91N7O4,Fatty acids,0.9535006880760192,Unknown,0.43772438168525696,Unknown,0.08050201088190079,Unknown,0.5054032206535339,NA,NA,NA,NA,NA,0.87139200000000006,1.92002,Glycerolipid,Triacylglycerols,Triacylglycerols,794.72205,Niarox,115005,Both,Triacylglycerols,TAG(14:0/16:0/16:1) / TAG(14:0/14:0/18:1) [M+NH4]+
x12075_793_48626_6_064,12075,Carotenoids (C40),C54H64O5,[M + H]+,C54H64O5,Terpenoids,0.9971233010292052,Carotenoids (C40),0.9866461753845216,Unknown,0.23034833371639252,Prenol lipids,0.9982934594154358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x4561_1173_45097_3_497,4561,Unknown,C66H70O18,[M + Na]+,C66H70O18,Unknown,0.45001882314682007,Unknown,0.5093446969985962,Unknown,0.44913530349731445,Unknown,0.5377979874610901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x36894_892_7385_14_972,36894,Triacylglycerols,C16H10F8I2N2O8S4,[M + H]+,C16H10F8I2N2O8S4,Alkaloids,0.9986944794654846,Unknown,0.7393776178359985,Unknown,0.09887518733739852,Unknown,0.5164387822151184,NA,NA,NA,NA,NA,0.866283,0.888791,Glycerolipid,Triacylglycerols,Triacylglycerols,994.78465,Niarox,112125,Both,Triacylglycerols,TAG(18:1/22:6/22:6) [M+NH4]+
x10553_974_58457_5_456,10553,Digalactosyldiacylglycerol,C53H83NO15,[M + H]+,C53H83NO15,Fatty acids,0.9276514053344728,Glycerolipids,0.867586612701416,Unknown,0.7616757750511169,Unknown,0.6682849526405334,NA,NA,NA,NA,NA,0.961878,0.939404,Galactolipid,Digalactosyldiacylglycerol,DGDG,974.5837,Niarox,51433,Symbiont,DGDG,DGDG(18:5/20:5) [M+NH4]+
x15467_816_56257_7_483,15467,Monogalactosyldiacylglycerol,C47H77NO10,[M + H]+,C47H77NO10,Fatty acids,0.9807026982307434,Unknown,0.6905014514923096,Unknown,0.04754505679011345,Unknown,0.7522520422935486,NA,NA,NA,NA,NA,0.912944,0.747465,Galactolipid,Monogalactosyldiacylglycerol,MGDG,816.562,Niarox,65980,Symbiont,MGDG,MGDG(18:3/20:5 ) [M+NH4]+
x22799_790_57142_10_937,22799,Oligopeptides,C43H75N5O8,[M + H]+,C43H75N5O8,Amino acids and Peptides,0.9922269582748412,Oligopeptides,0.9781810641288756,Unknown,0.24632465839385984,Peptides,0.8908424377441406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x21530_758_56998_10_226,21530,Glycerophospholipids,C42H80NO8P,[M + H]+,C42H80NO8P,Fatty acids,0.9999504089355468,Glycerophospholipids,0.9996538162231444,Glycerophosphocholines,0.9928156137466432,Phosphatidylcholines,0.970041573047638,0.93382,2.6552,Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,Both,Glycerophosphocholines,NA
x18452_780_55417_8_663,18452,Glycerophospholipids,C44H78NO8P,[M + H]+,C44H78NO8P,Fatty acids,0.9999793767929076,Glycerophospholipids,0.9995406866073608,Glycerophosphocholines,0.9977769255638124,Phosphatidylcholines,0.9362822771072388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Glycerophosphocholines,NA
x12355_952_60054_6_16,12355,Digalactosyldiacylglycerol,C50H83N5O11,[M + Na]+,C50H83N5O11,Fatty acids,0.9995998740196228,Glycerolipids,0.967708706855774,Unknown,0.479992002248764,Unknown,0.6200488209724426,NA,NA,NA,NA,NA,0.936345,1.40959,Galactolipid,Digalactosyldiacylglycerol,DGDG,952.5992,Niarox,57463,Symbiont,DGDG,DGDG(18:3/18:4) [M+NH4]+
x24359_782_60661_11_724,24359,Glycerophospholipids,C45H84NO7P,[M + H]+,C45H84NO7P,Fatty acids,0.9999816417694092,Glycerophospholipids,0.9992941617965698,Glycerophosphocholines,0.9997714161872864,Unknown,0.7482799887657166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,PC(alkyl),PC(O-37:4) [M+H]+
x37322_946_7834_15_12,37322,Triacylglycerols,C59H105NO6,[M + Na]+,C59H105NO6,Fatty acids,0.9976801872253418,Unknown,0.5429061651229858,Triacylglycerols,0.9749119877815248,N-acyl amines,0.9785367250442504,NA,NA,NA,NA,NA,0.822362,0.644658,Glycerolipid,Triacylglycerols,Triacylglycerols,946.78402,Niarox,114013,Both,Triacylglycerols,TAG(16:0/20:3/22:6) / (16:0/20:4/22:5) [M+NH4]+
x23841_932_62245_11_539,23841,Phosphatidylglyceroinositols,C51H85N3O12,[M + H]+,C51H85N3O12,Polyketides,0.8765444159507751,Unknown,0.4991185665130615,Unknown,0.5775649547576904,Unknown,0.5561531186103821,NA,NA,NA,NA,NA,0.844002,0.196334,Phospholipid,Phosphatidylglyceroinositols,PI (diacyl),932.6223,Niarox,88428,Host,PI (diacyl),PI(18:0/22:4) [M+NH4]+
x10550_979_53805_5_455,10550,Unknown,C62H74O10,[M + H]+,C62H74O10,Terpenoids,0.9884026646614076,Unknown,0.1045256033539772,Unknown,0.08867038786411285,Triterpenoids,0.9692239165306092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x37491_896_76901_15_186,37491,Triacylglycerols,C55H103NO6,[M + Na]+,C55H103NO6,Fatty acids,0.9999356269836426,Unknown,0.7811024188995361,Unknown,0.8409882187843323,N-acyl amines,0.9887306094169616,NA,NA,NA,NA,NA,0.737289,0.476428,Glycerolipid,Triacylglycerols,Triacylglycerols,896.76853,Niarox,114684,Both,Triacylglycerols,TAG(16:0/16:0/22:6) [M+NH4]+
x12285_812_53136_6_135,12285,Monogalactosyldiacylglycerol,C47H73NO10,[M + H]+,C47H73NO10,Polyketides,0.8769212961196899,Unknown,0.6414153575897217,Unknown,0.1204029694199562,Unknown,0.6408276557922363,NA,NA,NA,NA,NA,0.962418,0.676056,Galactolipid,Monogalactosyldiacylglycerol,MGDG,812.5308,Niarox,56637,Symbiont,MGDG,MGDG(18:5/20:5) [M+NH4]+
x6084_532_3736_3_947,6084,Glycerophospholipids,C26H56NO6P,[M + Na]+,C26H56NO6P,Fatty acids,0.99998676776886,Glycerophospholipids,0.999600112438202,Glycerophosphocholines,0.998271107673645,Glycerophosphocholines,0.9601070284843444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Glycerophosphocholines,NA
x15475_821_51709_7_482,15475,Carotenoids (C40),C56H68O5,[M + H]+,C56H68O5,Terpenoids,0.9089348316192628,Carotenoids (C40),0.9482111930847168,Unknown,0.1835208684206009,Unknown,0.7369942665100098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x12377_957_55469_6_169,12377,Unknown,C60H76O10,[M + H]+,C60H76O10,Terpenoids,0.982864260673523,Unknown,0.4693088233470917,Unknown,0.17103108763694763,Triterpenoids,0.887883722782135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x9512_675_67612_5_084,9512,Fatty amides,C44H86N2O2,[M + H]+,C44H86N2O2,Fatty acids,0.9918528199195862,Fatty amides,0.9558483362197876,N-acyl amines,0.9449418783187866,N-acyl amines,0.9949883222579956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,N-acyl amines,NA
x36625_866_72386_14_846,36625,Triacylglycerols,C53H97NO6,[M + Na]+,C53H97NO6,Fatty acids,0.9999516010284424,Glycerolipids,0.986546754837036,Triacylglycerols,0.9960894584655762,Triacylglycerols,0.9969146251678468,NA,NA,NA,NA,NA,0.700902,2.88725,Glycerolipid,Triacylglycerols,Triacylglycerols,866.72138,Niarox,110343,Both,Triacylglycerols,TAG(16:1/18:3/18:3) [M+NH4]+
x23921_520_50907_11_562,23921,Sphingolipids,C34H65NO2,[M + H]+,C34H65NO2,Fatty acids,0.999576985836029,Sphingolipids,0.9976134300231934,Ceramides,0.997917115688324,Ceramides,0.9983624815940856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Ceramides,NA
x10482_767_72307_5_437,10482,Unknown,C47H94N2O5,[M + H]+,C47H94N2O5,Fatty acids,0.8520770072937012,Unknown,0.2070585191249847,Unknown,0.3167341649532318,Amino acids and derivatives,0.9921797513961792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x11436_981_55344_5_786,11436,Unknown,C46H76N8O15,[M + H]+,C46H76N8O15,Unknown,0.2646934986114502,Unknown,0.2034638673067093,Unknown,0.22129718959331512,Unknown,0.5207578539848328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x15340_772_57298_7_445,15340,Diacylglyceryl-carboxyhydroxymethylcholines,C44H79NO8,[M + Na]+,C44H79NO8,Fatty acids,0.9443382024765016,Unknown,0.05066712945699692,Unknown,0.3832163810729981,Unknown,0.5426309704780579,NA,NA,NA,NA,NA,0.976989,3.87113,Betaine Lipid,Diacylglyceryl-carboxyhydroxymethylcholines,DGCC,772.572169,Niarox,63045,Symbiont,DGCC,DGCC(36:6) [M+H]+
x37972_922_7828_15_357,37972,Triacylglycerols,C57H105NO6,[M + Na]+,C57H105NO6,Fatty acids,0.9988571405410768,Unknown,0.7831441760063171,Triacylglycerols,0.9855937361717224,N-acyl amines,0.9815049767494202,NA,NA,NA,NA,NA,0.703808,1.45513,Glycerolipid,Triacylglycerols,Triacylglycerols,922.78411,Niarox,114701,Both,Triacylglycerols,TAG(16:0/18:3/22:4) [M+NH4]+
x13171_814_54701_6_514,13171,Monogalactosyldiacylglycerol,C45H77NO10,[M + Na]+,C45H77NO10,Fatty acids,0.9995881915092468,Glycerolipids,0.926055073738098,Unknown,0.19440823793411255,Unknown,0.5570185780525208,NA,NA,NA,NA,NA,0.953048,0.749315,Galactolipid,Monogalactosyldiacylglycerol,MGDG,814.5464,Niarox,59670,Symbiont,MGDG,MGDG(18:4/20:5) [M+NH4]+
x22416_784_58602_10_678,22416,Glycerophospholipids,C44H82NO8P,[M + H]+,C44H82NO8P,Fatty acids,0.9999088048934937,Glycerophospholipids,0.999710738658905,Glycerophosphocholines,0.9977232813835144,Phosphatidylcholines,0.9864577651023864,0.904186,2.56717,Spectral Match to Arachidonoylthio-PC from NIST14,Organonitrogen compounds,Quaternary ammonium salts,NA,NA,NA,NA,NA,NA,NA,NA,Both,Glycerophosphocholines,NA
x38432_896_77026_15_563,38432,Triacylglycerols,C55H103NO6,[M + Na]+,C55H103NO6,Fatty acids,0.9981701374053956,Unknown,0.6322544813156128,Triacylglycerols,0.8832212090492249,N-acyl amines,0.9720258116722108,NA,NA,NA,NA,NA,0.810048,5.24073,Glycerolipid,Triacylglycerols,Triacylglycerols,896.7656,Niarox,113669,Both,Triacylglycerols,TAG(18:1/18:2/18:3) [M+NH4]+
x9373_538_42397_5_038,9373,Phosphatidylglycerocholines,C28H60NO6P,[M + H]+,C28H60NO6P,Fatty acids,0.9996670484542848,Glycerophospholipids,0.9998089671134948,Glycerophosphocholines,0.9999721050262452,Glycerophosphocholines,0.996957778930664,NA,NA,NA,NA,NA,0.999893,1.70039,Phospholipid,Phosphatidylglycerocholines,Lyso-PC(alkyl),538.42327,Niarox,51361,Host,Lyso-PC(alkyl),Lyso-PC(O-20:0) [M+H]+
x5299_1389_98808_3_719,5299,Oligopeptides,C72H132N12O12S,[M + H]+,C72H132N12O12S,Amino acids and Peptides,0.9922812581062316,Oligopeptides,0.9903082251548768,Linear peptides,0.9400149583816528,Peptides,0.9533517956733704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Linear peptides,NA
x13273_793_48625_6_563,13273,Carotenoids (C40),C54H64O5,[M + H]+,C54H64O5,Terpenoids,0.9774460196495056,Carotenoids (C40),0.9290481209754944,Unknown,0.08756140619516373,Prenol lipids,0.969191551208496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x38057_896_76733_15_388,38057,Triacylglycerols,C21H22I4N2O4,[M + Na]+,C21H22I4N2O4,Unknown,0.1687879115343094,Unknown,0.02233907021582126,Unknown,0.01126723643392324,Unknown,0.8133876323699951,NA,NA,NA,NA,NA,0.815429,1.83766,Glycerolipid,Triacylglycerols,Triacylglycerols,896.7656,Niarox,113669,Both,Triacylglycerols,TAG(18:1/18:2/18:3) [M+NH4]+
x19310_665_49861_9_069,19310,Unknown,C37H70O8,[M + Na]+,C37H70O8,Polyketides,0.9133085012435912,Unknown,0.3868936598300934,Macrotetrolides,0.9147467017173768,Unknown,0.6552417278289795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Macrotetrolides,NA
x20567_890_45668_9_744,20567,Unknown,C46H64N7O9P,[M + H]+,C46H64N7O9P,Unknown,0.19454097747802737,Unknown,0.14569176733493805,Unknown,0.10948383808135986,Unknown,0.8386467695236206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x2284_676_42107_2_285,2284,Unknown,C37H53N7O5,[M + H]+,C37H53N7O5,Unknown,0.6258782148361206,Unknown,0.43619558215141296,Unknown,0.07491721957921982,Unknown,0.6915462017059326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x22766_828_63501_10_91,22766,Diacylglyceryl-carboxyhydroxymethylcholines,C48H87NO8,[M + Na]+,C48H87NO8,Fatty acids,0.9849197864532472,Unknown,0.2048318982124329,Unknown,0.09919919073581696,Unknown,0.645178496837616,NA,NA,NA,NA,NA,0.974992,0.58926,Betaine Lipid,Diacylglyceryl-carboxyhydroxymethylcholines,DGCC,828.634519,Niarox,84595,Symbiont,DGCC,DGCC(40:6) [M+H]+
x13140_819_50164_6_503,13140,Carotenoids (C40),C56H66O5,[M + H]+,C56H66O5,Terpenoids,0.9979360103607178,Carotenoids (C40),0.9955767393112184,Unknown,0.3003106713294983,Prenol lipids,0.9972238540649414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x13416_978_6161_6_622,13416,Digalactosyldiacylglycerol,C52H85N5O11,[M + Na]+,C52H85N5O11,Unknown,0.7580482959747314,Unknown,0.2364714741706848,Unknown,0.25262486934661865,Unknown,0.6660017967224121,NA,NA,NA,NA,NA,0.913794,1.18501,Galactolipid,Digalactosyldiacylglycerol,DGDG,978.6149,Niarox,59830,Symbiont,DGDG,DGDG(18:3/20:5) [M+NH4]+
x6689_344_35256_4_145,6689,Unknown,C21H45NO2,[M + H]+,C21H45NO2,Fatty acids,0.992244303226471,Unknown,0.5275548100471497,Unknown,0.16160088777542114,Unknown,0.6177677512168884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x16370_748_57337_7_844,16370,Diacylglyceryl-carboxyhydroxymethylcholines,C42H79NO8,[M + Na]+,C42H79NO8,Fatty acids,0.9843974709510804,Unknown,0.22473910450935364,Unknown,0.41743573546409607,Unknown,0.6455504298210144,NA,NA,NA,NA,NA,0.982633,1.87532,Betaine Lipid,Diacylglyceryl-carboxyhydroxymethylcholines,DGCC,748.571969,Niarox,68967,Symbiont,DGCC,DGCC(34:4) [M+H]+
x20473_788_55523_9_685,20473,Oligopeptides,C43H73N5O8,[M + H]+,C43H73N5O8,Amino acids and Peptides,0.9903627038002014,Oligopeptides,0.970787525177002,Unknown,0.28953227400779724,Unknown,0.8439961075782776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x21051_702_47195_9_971,21051,Unknown,C37H60FN7O5,[M + H]+,C37H60FN7O5,Alkaloids,0.9046339988708496,Unknown,0.462765634059906,Unknown,0.2295163571834564,Amino acids and derivatives,0.8693857789039612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x19375_822_58348_9_119,19375,Unknown,C44H77N7O6,[M + Na]+,C44H77N7O6,Unknown,0.20510369539260864,Unknown,0.22465237975120544,Unknown,0.03032685071229934,Amino acids and derivatives,0.8873744606971741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x20158_1444_01775_9_506,20158,Oligopeptides,C72H126N22O9,[M + H]+,C72H126N22O9,Amino acids and Peptides,0.9742509722709656,Oligopeptides,0.9510354399681092,Unknown,0.3030853271484375,Unknown,0.7881711721420288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x31046_620_59826_13_466,31046,Sphingolipids,C40H77NO3,[M + H]+,C40H77NO3,Fatty acids,0.9997926354408264,Sphingolipids,0.998835265636444,Ceramides,0.9987560510635376,Ceramides,0.999861478805542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Ceramides,NA
x35830_890_72292_14_626,35830,Triacylglycerols,C55H97NO6,[M + Na]+,C55H97NO6,Fatty acids,0.99993634223938,Glycerolipids,0.9860680103302002,Triacylglycerols,0.9971195459365844,Triacylglycerols,0.9978074431419371,NA,NA,NA,NA,NA,0.78761,1.02785,Glycerolipid,Triacylglycerols,Triacylglycerols,890.72201,Niarox,110071,Both,Triacylglycerols,TAG(14:0/18:3/22:6) [M+NH4]+
x37103_1000_67403_15_053,37103,Glycerophospholipids,C61H95NO6P2,[M + H]+,C61H95NO6P2,Fatty acids,0.998591959476471,Glycerophospholipids,0.8821192979812622,Glycerophosphoethanolamines,0.9863758683204652,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",0.999932050704956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Glycerophosphoethanolamines,NA
x4690_270_27914_3_526,4690,Unknown,C17H35NO,[M + H]+,C17H35NO,Fatty acids,0.9955487251281738,Unknown,0.6482882499694824,Unknown,0.7545234560966492,Unknown,0.8084437251091003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x20416_802_61844_9_653,20416,Diacylglyceryl-carboxyhydroxymethylcholines,C46H85NO8,[M + Na]+,C46H85NO8,Fatty acids,0.9896801114082336,Unknown,0.2476368397474289,Unknown,0.17308083176612854,Unknown,0.6958256363868713,NA,NA,NA,NA,NA,0.994004,0.91254,Betaine Lipid,Diacylglyceryl-carboxyhydroxymethylcholines,DGCC,802.61,Niarox,81961,Symbiont,DGCC,DGCC(38:5) [M+H]+
x24015_556_53023_11_599,24015,Sphingolipids,C34H69NO4,[M + H]+,C34H69NO4,Fatty acids,0.9998335838317872,Sphingolipids,0.9992454051971436,Ceramides,0.9974560141563416,Unknown,0.5492560267448425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Ceramides,NA
x38160_846_7524_15_436,38160,Unknown,C51H101NO6,[M + Na]+,C51H101NO6,Fatty acids,0.9818552732467652,Unknown,0.5566428899765015,Unknown,0.720491886138916,N-acyl amines,0.8880820274353027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x9497_953_52381_5_082,9497,Unknown,C60H72O10,[M + H]+,C60H72O10,Terpenoids,0.9763100147247314,Unknown,0.19805149734020233,Unknown,0.08337509632110596,Triterpenoids,0.9755637049674988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x38756_850_78656_15_687,38756,Glycerolipids,C53H103NO6,[M + H]+,C53H103NO6,Fatty acids,0.9991602897644044,Glycerolipids,0.9949919581413268,Triacylglycerols,0.9998786449432372,Triacylglycerols,0.9956645369529724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Triacylglycerols,NA
x13432_983_57004_6_627,13432,Unknown,C55H82O15,[M + H]+,C55H82O15,Terpenoids,0.9986358284950256,Unknown,0.7691279649734497,Unknown,0.0830596536397934,Triterpenoids,0.9807124137878418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x39091_950_81423_15_819,39091,Triacylglycerols,C52H103N9O6,[M + H]+,C52H103N9O6,Unknown,0.6879231929779053,Unknown,0.7886533141136169,Unknown,0.5144631266593933,N-acyl-alpha amino acids and derivatives,0.8777291178703308,NA,NA,NA,NA,NA,0.73634,0.706117,Glycerolipid,Triacylglycerols,Triacylglycerols,950.81487,Niarox,116267,Both,Triacylglycerols,TAG(18:0/18:3/22:4) [M+NH4]+
x1063_1231_34681_1_399,1063,Unknown,C44H72O36S,[M + Na]+,C44H72O36S,Terpenoids,0.931976854801178,Unknown,0.7617554664611816,Unknown,0.5577329397201538,Terpene glycosides,0.915481686592102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x27982_604_56684_12_699,27982,Sphingolipids,C39H73NO3,[M + H]+,C39H73NO3,Fatty acids,0.9996508359909058,Sphingolipids,0.9966953992843628,Ceramides,0.9982208609580994,Ceramides,0.999621033668518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Ceramides,NA
x35958_693_75987_14_665,35958,Unknown,C46H96N2O,[M + H]+,C46H96N2O,Fatty acids,0.997761607170105,Unknown,0.6702007055282593,Unknown,0.7520657777786255,N-acyl amines,0.9976097345352172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x2277_553_33194_2_208,2277,Carotenoids (C40),C37H44O4,[M + H]+,C37H44O4,Terpenoids,0.9927070736885072,Carotenoids (C40),0.9968935251235962,"Carotenoids (C40, Î²-Î²)",0.9359527826309204,Unknown,0.5257062315940857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,"Carotenoids (C40, Î²-Î²)",NA
x13018_1248_71083_6_443,13018,Oligopeptides,C63H97N11O13S,[M + H]+,C63H97N11O13S,Amino acids and Peptides,0.9882531762123108,Oligopeptides,0.966469705104828,Linear peptides,0.8663590550422668,Peptides,0.9566406607627868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Linear peptides,NA
x36271_916_73856_14_764,36271,Triacylglycerols,C54H97N3O8,[M + H]+,C54H97N3O8,Amino acids and Peptides,0.8589751720428467,Oligopeptides,0.859291136264801,Unknown,0.6413660049438477,Unknown,0.5875301361083984,NA,NA,NA,NA,NA,0.834907,0.732365,Glycerolipid,Triacylglycerols,Triacylglycerols,916.73794,Niarox,110662,Symbiont,Triacylglycerols,TAG(16:0/18:4/22:6) [M+NH4]+
x27847_799_64828_12_675,27847,Unknown,C44H86N4O8,[M + H]+,C44H86N4O8,Unknown,0.7748435139656067,Unknown,0.2701984941959381,Unknown,0.4252169728279114,Unknown,0.7751567363739014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x37540_894_75402_15_211,37540,Triacylglycerols,C55H101NO6,[M + Na]+,C55H101NO6,Fatty acids,0.9993131160736084,Glycerolipids,0.953660249710083,Triacylglycerols,0.997191846370697,Unknown,0.7106214165687561,NA,NA,NA,NA,NA,0.779831,1.36429,Glycerolipid,Triacylglycerols,Triacylglycerols,894.75278,Niarox,112702,Both,Triacylglycerols,TAG(18:0/18:3/18:4) [M+NH4]+
