metabolite,ubiquity_percent,n_samples_present,total_samples,avg_intensity_overall,max_intensity
x10278_609_45107_5_375,67.78169014084507,385,568,104166.30072852112,1167109.9
x13303_818_56628_6_573,67.78169014084507,385,568,134659.68968169016,1256306.8
x18151_708_54275_8_53,67.78169014084507,385,568,75891.91045352121,1188621.4
x19283_673_52511_9_055,67.78169014084507,385,568,174994.27946883795,3290394.5
x20421_740_56551_9_653,67.78169014084507,385,568,48942.206342077465,4481210.5
x22829_810_60266_10_934,67.78169014084507,385,568,360914.8725742958,25828336
x22832_806_54407_10_951,67.78169014084507,385,568,103209.33686144384,537937.94
x23003_832_55924_11_04,67.78169014084507,385,568,32610.661935035223,245257.48
x2506_480_34504_2_452,67.78169014084507,385,568,238305.60358063388,15449554
x25965_778_57268_12_201,67.78169014084507,385,568,832322.7022482379,12323219
x28157_802_63393_12_753,67.78169014084507,385,568,322686.2550531695,4926249.5
x29032_778_65707_12_984,67.78169014084507,385,568,18905.460755809854,409093.22
x29422_818_6641_13_101,67.78169014084507,385,568,230339.41110757054,4509523
x29730_747_60958_13_14,67.78169014084507,385,568,58391.18751126764,981527.9
x32052_948_78676_13_703,67.78169014084507,385,568,34911.63462394365,538018.56
x34221_919_75308_14_179,67.78169014084507,385,568,79405.1373839789,2151540
x34708_934_80466_14_33,67.78169014084507,385,568,87574.92861778168,2059950.8
x34839_578_62435_14_409,67.78169014084507,385,568,106587.19826267588,953837.2
x36407_816_70701_14_826,67.78169014084507,385,568,129747.3968411973,5470143.5
x36856_934_78773_14_965,67.78169014084507,385,568,99132.00425704228,2207129
x6319_740_55381_4_028,67.78169014084507,385,568,63190.029504577484,1334185.4
x6510_512_31_4_09,67.78169014084507,385,568,25691.88854894366,315068.75
x7360_809_48115_4_383,67.78169014084507,385,568,59229.544460739446,590217
x8748_565_40525_4_809,67.78169014084507,385,568,37872.74073609156,566701.44
x10981_808_55513_5_634,67.6056338028169,384,568,43280.35683397886,1053004.4
x15494_670_56263_7_486,67.6056338028169,384,568,45791.88516161973,1040932.06
x18759_796_58567_8_804,67.6056338028169,384,568,192888.97393028144,6064970.5
x21123_756_578_10_012,67.6056338028169,384,568,126185.09450035216,2306681.8
x22605_714_54081_10_812,67.6056338028169,384,568,72376.98557359155,1525083
x25896_313_27308_12_179,67.6056338028169,384,568,51768.19200211267,781270.2
x26245_782_65246_12_282,67.6056338028169,384,568,81130.9151651408,4656272
x2624_600_41618_2_599,67.6056338028169,384,568,28274.26137535212,395758.1
x26442_826_63663_12_345,67.6056338028169,384,568,158666.1560818664,1695478.1
x27244_627_5354_12_529,67.6056338028169,384,568,196706.94925510563,7563509
x28448_730_5748_12_883,67.6056338028169,384,568,494789.81588573987,7274130.5
x28536_782_64769_12_878,67.6056338028169,384,568,60678.08372728869,1107439.2
x29728_565_24531_13_171,67.6056338028169,384,568,154488.166194014,6757606.5
x30358_341_30461_13_303,67.6056338028169,384,568,83350.82773908459,1614414.2
x32066_553_49879_13_693,67.6056338028169,384,568,464547.6031830978,6129516.5
x32097_954_7757_13_706,67.6056338028169,384,568,88167.0584702465,2047895.6
x34161_594_61934_14_212,67.6056338028169,384,568,18518.845452288722,474534
x34588_638_64571_14_286,67.6056338028169,384,568,25647.939775352126,359880
x37475_936_80078_15_203,67.6056338028169,384,568,189539.47689929573,3288232.5
x39189_1004_85899_15_872,67.6056338028169,384,568,36534.1901302817,709760
x806_708_41011_1_306,67.6056338028169,384,568,115821.559896831,1294838
x11422_1004_62935_5_777,67.42957746478874,383,568,270359.166194014,3794508.2
x13010_656_54695_6_464,67.42957746478874,383,568,161765.93883556334,8838211
x13632_868_58628_6_66,67.42957746478874,383,568,1000974.7728339798,26913742
x13701_1028_63182_6_727,67.42957746478874,383,568,668015.6559984157,22525566
x14176_742_54638_6_941,67.42957746478874,383,568,26266.525527992988,362622.6
x14788_664_55025_7_188,67.42957746478874,383,568,55688.896792077474,874759.2
x15441_837_49074_7_475,67.42957746478874,383,568,156500.77836408443,979363.9
x1564_546_34517_1_712,67.42957746478874,383,568,38881.820636971825,1671075.2
x15771_806_56521_7_535,67.42957746478874,383,568,39591.62684489438,461273.72
x16508_842_58028_7_935,67.42957746478874,383,568,78925.69321161971,4854103
x18082_797_51787_8_523,67.42957746478874,383,568,48856.473315845054,1069962
x19967_766_5218_9_403,67.42957746478874,383,568,43543.50953080989,311881.56
x20254_814_56996_9_564,67.42957746478874,383,568,65967.01747693658,1082486
x21144_757_48485_10_011,67.42957746478874,383,568,29609.96522112678,129197.56
x21782_752_60442_10_356,67.42957746478874,383,568,194424.58385246486,10173042
x22694_822_60231_10_865,67.42957746478874,383,568,2579533.973406861,47962196
x24969_766_57383_11_94,67.42957746478874,383,568,80850.94007658449,1106481.9
x26568_660_5553_12_362,67.42957746478874,383,568,90082.50541707745,2409376.5
x27008_596_59861_12_483,67.42957746478874,383,568,40812.76270792249,2422218
x28393_630_5821_12_829,67.42957746478874,383,568,94212.80840827456,5647255
x3325_595_34188_3_021,67.42957746478874,383,568,56373.29041250003,455446.88
x36558_924_7977_14_867,67.42957746478874,383,568,364409.06998925976,5326703
x37135_968_77117_15_07,67.42957746478874,383,568,2784347.4904936645,50578700
x429_309_2058_1_042,67.42957746478874,383,568,113926.0423718309,4747254.5
x5056_474_39488_3_665,67.42957746478874,383,568,72434.68490105629,1296286.5
x5174_446_36343_3_691,67.42957746478874,383,568,55557.95909929579,2846122.5
x5653_658_40953_3_804,67.42957746478874,383,568,244214.67908591553,3241432.2
x13354_802_53987_6_583,67.25352112676056,382,568,55320.407838204206,916037.3
x13551_822_56367_6_671,67.25352112676056,382,568,37256.70637834507,731579.4
x14023_645_39216_6_866,67.25352112676056,382,568,50291.01640105636,484216.75
x14057_772_57191_6_914,67.25352112676056,382,568,179582.13663661975,4725184.5
x14631_745_48609_7_143,67.25352112676056,382,568,57254.81908785214,2968230
x15692_787_47622_7_538,67.25352112676056,382,568,58206.0272547535,524686.06
x1817_487_2882_1_896,67.25352112676056,382,568,90763.0658353874,1102118.1
x20521_596_52553_9_72,67.25352112676056,382,568,283739.80228204216,9895731
x22492_810_59955_10_721,67.25352112676056,382,568,178076.27347605617,15685586
x25046_815_67272_11_935,67.25352112676056,382,568,39077.33704190141,649519.06
x27366_614_54959_12_594,67.25352112676056,382,568,30936.776639964777,1688224.6
x372_386_28988_1_022,67.25352112676056,382,568,64295.811707570385,5228448
x5407_641_4205_3_759,67.25352112676056,382,568,63610.74923204223,3320451.5
x6516_668_43482_4_095,67.25352112676056,382,568,17227.339656514076,210826.3
x7719_798_57352_4_458,67.25352112676056,382,568,580782.1334332746,16162491
x9503_1021_51119_5_084,67.25352112676056,382,568,24156.20709489437,91260.875
x9522_826_60462_5_095,67.25352112676056,382,568,158198.64172992954,4374929.5
x13706_752_58412_6_72,67.0774647887324,381,568,63799.77905246476,978401.8
x16310_728_58471_7_828,67.0774647887324,381,568,61827.532964436636,1349350.1
x1682_373_25293_1_793,67.0774647887324,381,568,87213.36151672536,914897.44
x21683_776_53513_10_319,67.0774647887324,381,568,171923.80342464783,1786393.9
x21976_801_54809_10_437,67.0774647887324,381,568,89304.64393926061,1615510.9
x22835_807_54772_10_952,67.0774647887324,381,568,47075.31634419009,276639.84
x23127_780_59081_11_141,67.0774647887324,381,568,293746.2326454226,8026275
x25467_558_52429_12_036,67.0774647887324,381,568,32101.603562676046,768176.4
x25842_802_63582_12_183,67.0774647887324,381,568,217383.39560264078,4652996
x25950_730_61246_12_198,67.0774647887324,381,568,147606.11465704243,8019569
x28735_639_57413_12_932,67.0774647887324,381,568,29861.76876971832,509677.9
x37697_834_75304_15_278,67.0774647887324,381,568,214407.34273838007,3175038.2
x37890_924_79251_15_363,67.0774647887324,381,568,239998.1068677815,1793147.9
x38872_964_83038_15_743,67.0774647887324,381,568,32570.514139084484,366853.72
x38989_1000_82878_15_768,67.0774647887324,381,568,145912.64487552835,4070478.8
x40545_960_89925_16_501,67.0774647887324,381,568,34521.272647007005,1496895.6
x5192_467_29221_3_695,67.0774647887324,381,568,43984.34692341548,309649
x5872_530_35895_3_869,67.0774647887324,381,568,62807.16088345067,4042973.5
x758_382_29491_1_194,67.0774647887324,381,568,47864.64467728872,1366713.4
x7725_704_4654_4_46,67.0774647887324,381,568,156286.27372623238,3285236.5
x9518_694_53731_5_067,67.0774647887324,381,568,33306.32635757041,533485.4
x9823_710_53544_5_214,67.0774647887324,381,568,24939.641284507044,401747.44
x10927_800_5825_5_633,66.90140845070422,380,568,39801.02262464789,923730.6
x12087_814_54223_6_101,66.90140845070422,380,568,119703.40607623251,4969809
x14402_752_52205_7_036,66.90140845070422,380,568,154315.42343838027,3035103
x1455_590_32126_1_645,66.90140845070422,380,568,113014.67936021133,1546307
x15563_728_58296_7_484,66.90140845070422,380,568,162632.15553151412,3574769
x16794_704_52325_8_046,66.90140845070422,380,568,181901.27769401396,8647691
x28559_741_62291_12_851,66.90140845070422,380,568,61969.32652746472,1187725
x29893_940_74093_13_14,66.90140845070422,380,568,45286.528210563345,589727.8
x30717_520_54637_13_443,66.90140845070422,380,568,38831.25524102105,2516870.2
x39120_936_80283_15_846,66.90140845070422,380,568,128353.4043961267,1005400.56
x4359_657_41297_3_432,66.90140845070422,380,568,19777.135739436624,394782.1
x5034_349_27369_3_666,66.90140845070422,380,568,161522.36926161966,9212195
x571_299_20032_1_054,66.90140845070422,380,568,1365462.4979934874,227230290
x746_331_2273_1_217,66.90140845070422,380,568,112032.51765035215,7019074
x8547_413_34166_4_746,66.90140845070422,380,568,26841.14396232393,530585.94
x8905_310_31062_4_869,66.90140845070422,380,568,15207.097832394376,441064.03
x9014_481_40087_4_894,66.90140845070422,380,568,74568.56737852113,1688347.2
x1295_680_3793_1_539,66.72535211267606,379,568,95860.74283080982,1894242.2
x13454_866_57758_6_639,66.72535211267606,379,568,117531.11343838021,2410699
x14968_397_34597_7_302,66.72535211267606,379,568,39616.28848679577,3692218.2
x15043_722_55676_7_321,66.72535211267606,379,568,196522.96841373228,4686524.5
x16347_799_52298_7_846,66.72535211267606,379,568,51446.74966830984,551472.1
x16728_613_48289_8_025,66.72535211267606,379,568,185489.47695457758,3760462
x17103_961_5865_8_162,66.72535211267606,379,568,93108.88722253522,2932822.5
x19361_710_54882_9_104,66.72535211267606,379,568,147217.54684577454,6173521.5
x22126_846_60993_10_483,66.72535211267606,379,568,81733.50038485913,4543999
x24074_564_53558_11_63,66.72535211267606,379,568,42900.170324471845,661626.3
x24750_710_62951_11_791,66.72535211267606,379,568,55034.07710105633,1368053.1
x26006_502_29262_12_214,66.72535211267606,379,568,132685.83403186616,840524.3
x28449_662_56951_12_84,66.72535211267606,379,568,81417.5688822183,1570398.5
x30240_908_7521_13_275,66.72535211267606,379,568,35937.40641742959,396514.16
x30507_762_64103_13_345,66.72535211267606,379,568,25752.261785211267,366524.5
x36923_1048_82972_14_979,66.72535211267606,379,568,32789.828347535215,859738.7
x37993_897_7712_15_373,66.72535211267606,379,568,573207.9226096821,6114769
x5148_573_37291_3_663,66.72535211267606,379,568,61506.547424823955,960676.44
x5995_628_47429_3_93,66.72535211267606,379,568,33288.284101760575,566327.25
x13072_790_54199_6_506,66.54929577464789,378,568,74326.98300686618,1476329.2
x13269_609_45133_6_562,66.54929577464789,378,568,349587.1149371477,7526838
x14284_700_55177_6_983,66.54929577464789,378,568,50395.434461619734,2412542.8
x16706_630_50641_8_062,66.54929577464789,378,568,119342.75818732398,2990276
x16986_523_47268_8_116,66.54929577464789,378,568,50626.62657059864,659580.4
x19109_654_50697_8_977,66.54929577464789,378,568,109611.89021285207,4500781.5
x19397_688_48265_9_079,66.54929577464789,378,568,24668.25129964788,185590.27
x20948_898_55377_9_924,66.54929577464789,378,568,54192.19909823941,471136.3
x23166_562_51951_11_161,66.54929577464789,378,568,63844.3603538732,739831.94
x30973_775_64414_13_418,66.54929577464789,378,568,25506.253716901407,311468.66
x3355_1283_70024_3_035,66.54929577464789,378,568,99757.51401250002,1117843.4
x34964_966_75011_14_393,66.54929577464789,378,568,169876.7880924296,2551132
x37636_970_78489_15_253,66.54929577464789,378,568,724189.0023228884,22361518
x39098_922_78636_15_828,66.54929577464789,378,568,3435227.6029406665,40635170
x39916_932_86586_16_19,66.54929577464789,378,568,96243.32761742965,3380907.2
x7517_784_51048_4_42,66.54929577464789,378,568,66092.97481654928,851362.25
x11013_622_50505_5_636,66.37323943661971,377,568,69420.70048292256,1299532.8
x12326_854_63538_6_152,66.37323943661971,377,568,177678.7466146126,2437627
x14299_804_5556_6_99,66.37323943661971,377,568,29743.972896830976,337630.22
x15319_829_61489_7_45,66.37323943661971,377,568,29122.592252816903,471641.16
x16124_826_59635_7_692,66.37323943661971,377,568,46197.851986619724,2782414.5
x1791_482_32588_1_88,66.37323943661971,377,568,67842.03162007041,1793484.2
x1951_507_32631_1_997,66.37323943661971,377,568,81587.79210000005,481711.44
x19860_776_54533_9_349,66.37323943661971,377,568,74019.0795193662,1473592.9
x20431_630_5074_9_662,66.37323943661971,377,568,105810.26266901419,3785536.2
x21217_770_57708_10_033,66.37323943661971,377,568,63730.628894894406,2354016.2
x2133_508_34002_2_145,66.37323943661971,377,568,127478.54805528173,3602825.2
x21515_848_53777_10_22,66.37323943661971,377,568,48067.98610140842,440198.94
x24657_850_63243_11_841,66.37323943661971,377,568,139976.8127452465,2383209.8
x2511_346_33128_2_496,66.37323943661971,377,568,42919.69565158452,829785.94
x26254_911_70914_12_282,66.37323943661971,377,568,56729.89712288732,2670615.2
x26278_812_6191_12_236,66.37323943661971,377,568,69252.32901690139,4239046.5
x27007_790_6302_12_47,66.37323943661971,377,568,145116.43528257054,6580026.5
x28178_585_52435_12_773,66.37323943661971,377,568,130439.37393380272,3210987.8
x30412_766_65637_13_301,66.37323943661971,377,568,45483.8921190141,716186.9
x36515_999_81764_14_866,66.37323943661971,377,568,265439.53766936605,6929751
x38169_853_72571_15_458,66.37323943661971,377,568,131466.4309517608,1015287.44
x38889_848_76831_15_729,66.37323943661971,377,568,1083233.0729785194,12858633
x39196_829_7288_15_873,66.37323943661971,377,568,65122.26789683097,654769.4
x8110_708_5187_4_57,66.37323943661971,377,568,57507.9790140845,727894.75
x8570_567_43907_4_743,66.37323943661971,377,568,95749.64994014095,2324823.8
x10882_636_51997_5_602,66.19718309859155,376,568,98300.95149401411,10965441
x11909_957_55406_5_99,66.19718309859155,376,568,86679.79030721831,2151501
x14990_900_55067_7_289,66.19718309859155,376,568,111521.6790322183,1533845.2
x15260_906_60445_7_456,66.19718309859155,376,568,48263.95589559861,1524783.1
x15350_775_58093_7_444,66.19718309859155,376,568,80028.63146830985,979218.56
x15438_819_57224_7_478,66.19718309859155,376,568,107964.10365862682,1296275.4
x16257_884_5556_7_796,66.19718309859155,376,568,27763.995201936614,602299.06
x16424_810_60353_7_854,66.19718309859155,376,568,55524.335585739434,1695835.6
x16580_774_58822_7_947,66.19718309859155,376,568,65368.43084542251,3272794.5
x17141_852_61196_8_179,66.19718309859155,376,568,38503.99306373239,1433908.8
x19732_704_58382_9_275,66.19718309859155,376,568,24398.139768133795,256839.64
x26395_634_57716_12_333,66.19718309859155,376,568,34953.02854964789,1012969.1
x28793_784_66616_12_936,66.19718309859155,376,568,17375.66449771127,277912.4
x29024_740_62026_13_033,66.19718309859155,376,568,113050.62813926046,1642291.9
x29452_638_60372_13_079,66.19718309859155,376,568,24091.442052992956,1101416.2
x29896_860_65745_13_21,66.19718309859155,376,568,125797.35927992957,2312593.5
x35859_950_80535_14_637,66.19718309859155,376,568,32104.71046320422,394102.25
x36269_946_77354_14_756,66.19718309859155,376,568,149849.32116056327,6272287
x37510_845_7404_15_134,66.19718309859155,376,568,170089.35883521097,2462313.8
x38606_914_81517_15_612,66.19718309859155,376,568,69151.55545633797,1919371.1
x38748_998_81637_15_676,66.19718309859155,376,568,232245.4247110912,3184248
x38950_877_79906_15_757,66.19718309859155,376,568,189910.11481197184,8855859
x5131_602_42742_3_693,66.19718309859155,376,568,25029.60231848592,451613.4
x6045_882_52496_3_929,66.19718309859155,376,568,62712.74175633803,1165598.2
x9045_706_50325_4_903,66.19718309859155,376,568,217712.31403345047,4828730.5
x12101_333_24207_6_068,66.02112676056338,375,568,106964.2953028169,1555116.8
x14546_982_64603_7_099,66.02112676056338,375,568,115526.65533679583,1416548.2
x14961_788_55899_7_276,66.02112676056338,375,568,127650.66400968317,2245047
x16408_652_49513_7_862,66.02112676056338,375,568,165397.51542676054,4426764.5
x17317_797_51776_8_182,66.02112676056338,375,568,76059.88965651412,1509432.6
x18450_508_47326_8_661,66.02112676056338,375,568,36071.90159454227,656255.1
x20452_645_53327_9_658,66.02112676056338,375,568,645713.0383602122,22832010
x22084_898_55521_10_486,66.02112676056338,375,568,34764.32839295775,375720.75
x23297_560_50286_11_218,66.02112676056338,375,568,34595.342675880274,666578.75
x23517_801_65711_11_374,66.02112676056338,375,568,67124.36331514084,844619.9
